month;shore;pool;composition;removed;grid_squares;bare rock;red_crusts;corallina;sargassum;u_lactuca;u_intestinalis;u_linza;l_digitata;l_saccharina;f_serratus;bifurcaria;diatoms;mastocarpus;chondrus;gastroclonium;dumontia;scytosiphon;colpomenia;gelidium;ceramium;polysiphonia;red_sp1;red_sp2;palmaria;osmundea_pinnatifida;calliblepharis;red_sp4;lomentaria;cystoclonium;himanthalia;petalonia_fascia;furcellaria;dresceliacea;osmundea_hybrida;dictyota_dicotoma;boergesniella;sphacelaria;odonthalia;codium;brogniartella;totcover;cover_nocrusts
July;Challaborough;p12;SFL;1;49;0;17;20;1;3;0;7;0;0;9;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;41
July;Challaborough;p12;SFL;1;21;7;6;9;5;2;0;5;0;0;7;0;0;0;0;0;0.000001;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;29
July;Challaborough;p29;FLB;1;21;6;7;5;0;4;1;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;22
July;Challaborough;p29;FLB;1;21;2;6;5;0;1;6;0;0;0;5;0;0;0;0;0.000001;0.000001;0;0.000001;0.000001;0;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000001;0;0;0;23;17
July;Challaborough;w1333;All;0;49;7;5;2;13;17;3;0;0;0;11;0;0;0;0;0;0.000001;0;0.000001;0;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000001;0;0;0;51;46
July;Challaborough;p15;SFL;1;49;8;8;12;19;5;0;0;0;0;17;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;54
July;Challaborough;p15;SFL;1;49;18;9;8;11;0;2;0;0;0;14;0;0;0;0;0;0;0;0.000001;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;38
July;Challaborough;w7b;All;0;49;5;3;7;6;1;0;0;11;0;15;0;0;0;0;2;0;0;0.000001;0.000001;5;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;4;0;0;0;0;57;54
July;Challaborough;w17;SLB;1;49;2;8;10;18;6;1;0;0;0;0;0;0;0;0;0;0;0;0.000001;12;0;0;0;0;0;0;0;0;0;0;0;0.000001;0;0;0;0;2;0;0;0;0;57;49
July;Challaborough;w19;SFB;1;49;5;9;0;40;11;0;0;0;0;13;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78;69
July;Challaborough;w19;SFB;1;49;3;2;15;16;2;0;0;0;0;18;0;0;0;0;0;0;0;0.000001;0;1;0.000001;0;0;0;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;54;52
July;Challaborough;p18;S;3;49;1;2;20;39;8;0;0;0;0;0;0;0;0;0;0;0;0;0.000001;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73;71
July;Challaborough;p16;SFB;1;49;4;14;18;30;5;1;0;0;0;8;0;0;0;0;0;0;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76;62
July;Challaborough;p22;All;0;49;4;13;21;21;0;2;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;55
July;Challaborough;p22;All;0;49;8;13;15;13;0;0;0;0;0;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0.000001;0;0;0;0;49;36
July;Challaborough;p24;SFB;1;49;7;11;22;6;0.000001;0;0;0;0;2;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000001;0;0;0;0;45;34
July;Challaborough;w4;None;4;49;5;4;25;0;2;2;0;0;0;0;0;0;0;0;0;2;0;1;0;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;38
July;Challaborough;p20;B;3;35;4;5;6;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0.000001;0;3;2;0;0;0;0;0;0;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;19;14
July;Challaborough;p30;SFL;1;49;0;0;9;23;1;1;0;0;0;14;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;55
July;Challaborough;p30;SFL;1;42;3;3;11;22;7;0;0;0;0;18;0;0;0;0;0;0;0;0.000001;0;1;0;0;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;59
July;Challaborough;w2;None;4;49;3;10;11;0;12;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;40;30
July;Challaborough;w2;None;4;49;3;9;19;0;5;3;0;0;0;0;0;0;0;0;0;0.000001;0;0.000001;0;1;0;0;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;28
July;Challaborough;w8;SLB;1;49;7;4;9;40;9;3;0;0;0;0;0;0;0;0;0;0;0;0.000001;0;0.000001;0;0;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;61
July;Challaborough;w15;L;3;49;20;6;8;0;6;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;25
July;Challaborough;w5;L;3;49;26;0;6;0;33;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;41
July;Challaborough;p13;None;4;49;8;3;6;0;0;18;2;0;0;0;0;0;0;1;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;31
July;Challaborough;w13;SLB;1;49;16;3;4;23;10;6;0;3;0;0;0;0;0;0.000001;0;0;0;0;0;0.000001;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;48
July;Challaborough;w1;L;3;35;19;5;11;0;0.000001;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;16
July;Challaborough;w11;F;3;35;6;0;8;0;8;0;0;0;0;21;0;0;0;1;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;45
July;Challaborough;w11;F;3;28;3;4;5;0;3;5;0;0;0;12;0;0;0;0;0;0.000001;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;30
July;Challaborough;p23;L;3;35;13;5;20;0;0.000001;5;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;32;27
July;Challaborough;p23;L;3;28;8;5;9;0;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;21
July;Challaborough;p14;SLB;1;49;6;20;22;9;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;43
July;Challaborough;p14;SLB;1;49;11;20;9;0;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;46;26
July;Challaborough;p21;SFB;1;49;8;4;12;48;2;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;72;68
July;Challaborough;p21;SFB;1;49;9;7;22;1;0;0;0;0;0;12;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;43;36
July;Challaborough;p27;SFL;1;28;3;9;9;24;0;0;0;0;0;8;0;0;0;0;1;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;50
July;Challaborough;p27;SFL;1;21;6;5;9;8;0;0;0;0;0;3;0;0;0;0;0;0.000001;0;0.000001;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;36;31
July;Challaborough;w18;None;4;49;12;12;9;0;2;13;0;0;0;0;0;0;0;0;0;0;0;0.000001;0;0.000001;0.000001;0;0;0;0;0;0;0;0;0;0.000001;0;0;0;0;0.000001;0;0;0;0;36;24
July;Challaborough;p26;F;3;49;12;6;7;0;9;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;32
July;Challaborough;p26;F;3;49;9;10;11;0;7;0.000001;0;0;0;9;0;0;0;0;0;0;0;0;0;0.000001;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;35
July;Challaborough;33;S;3;49;10;6;0;7;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000001;0;0;0;0;42;36
July;Challaborough;1;FLB;1;49;8;6;10;0;0;6;3;0;0;6;0;0;0;0.000001;0;0;0;0.000001;0;5;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;30
July;Challaborough;13;F;3;49;10;1;1;0;0;45;0;0;0;2;0;0;0;0;0;0;0;0.000001;0;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;48
July;Challaborough;36;F;3;49;10;2;1;0;24;2;0;0;0;8;0;0;0;2;0.000001;0;0;0;2;4;0.000001;0;0;0;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;45;43
July;Challaborough;35;All;0;49;11;3;3;32;11;11;0;0;0;8;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;73;70
July;Challaborough;35;All;0;49;5;4;3;18;15;3;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;44
July;Challaborough;16;B;3;42;8;9;9;0;5;7;0;0;0;0;0;0;0;0;0.000001;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000001;0;0;0;0;31;22
July;Challaborough;w7a;FLB;1;35;3;14;10;0;4;5;0;0;0;3;0;0;0;0;0;0;0;0;0;0.000001;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;22
July;Challaborough;11;All;0;49;3;18;14;6;3;1;0;0;0;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;29
July;Kingsand;k2;F;3;49;4;43;5;0;3;14;0;0;0;0;0;0;0;0;0;0.000001;0;0;0;0.000001;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;23
July;Kingsand;k4;SFL;1;21;1;6;6;9;13;0;0;0;0;1;0;0;0.000001;0.000001;0;0;0;0;0;0.000001;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;30
July;Kingsand;k3;None;4;28;0;10;14;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000001;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;24
July;Kingsand;k5;FLB;1;49;2;6;28;0;14;0;0;23;0;5;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0.000001;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;80;74
July;Kingsand;k6;S;3;49;10;4;17;23;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000001;0.000001;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;55
July;Kingsand;k7;SFB;1;49;2;15;6;10;32;0;0;0;0;2;0;0;0.000001;0;0;0;0;0.000001;0.000001;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;51
July;Kingsand;k1;L;3;28;9;5;4;0;3;0;0;14;0;0;0;0;0;0;0;0.000001;0;0;0;2;0;0;0;2;0;0;0;0;0;0.000001;0;0;0;0;0;0;0;0.000001;0;0;30;25
July;Kingsand;k8;S;3;35;5;16;8;2;8;0;0;0;0;0;0;0;0.000001;0;0;0;0;0;0;0.000001;0.000001;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;21
July;Kingsand;k9;SLB;1;49;1;18;18;1;9;0;0;9;6;0;0;0;1;1;0;0;0;0.000001;0;1;1;0;0;1;0;1;0;0;0;0.000001;0;0;0;0;0;0;0;1;0;0;68;50
July;Kingsand;k10;All;0;49;0;15;20;13;16;0;0;9;0;3;0;0;0;0;0;0;0;0;0;4;0;0;0;7;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;90;75
July;Kingsand;k10;All;0;20;0;6;7;5;15;0;0;2;0;1;0;0;0.000001;0;0;0.000001;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;31
July;Kingsand;k11;All;0;49;1;22;6;30;19;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;0;0;0;30;0;0;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;112;90
July;Kingsand;k11;All;0;16;0;5;3;15;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;5;0;0;0;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;45;40
July;Kingsand;k12;SFL;1;49;0;30;11;37;16;0;0;3;0;0.000001;0;0;0;0;0;0.000001;0;0.000001;0;0.000001;0;0;0;5;0;0;0;0;0;0.000001;0.000001;0;0;0;0;0;0;0;0;0;102;72
July;Kingsand;k20;None;4;35;1;17;8;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0.000001;0;1;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;14
July;Kingsand;k13;SFL;1;35;3;10;13;4;17;4;0;0;0;1;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;45
July;Kingsand;k13;SFL;1;35;2;15;11;5;17;0;0;0;0;0;0;0;0.000001;0;0;0;0;0.000001;0.000001;4;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;43
July;Kingsand;k14;None;4;49;0;24;16;0;24;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;42
July;Kingsand;k14;None;4;49;0;26;11;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0.000001;0;1;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61;35
July;Kingsand;k15;SFB;1;49;0;16;15;3;7;0;0;0;0;1;0;0;0.000001;0;0;0;0;0;0;2;0;0;0;1;0.000001;0;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;45;29
July;Kingsand;k16;B;3;49;0;20;10;0;34;0;0;0;0;0;0;0;0.000001;0.000001;0;0;0;0;0;0.000001;0;0;0;4;0;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;48
July;Kingsand;k18;All;0;49;10;15;0;0;4;2;0;22;0;18;0;0;0;0;0;0;0;0;0;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;51
July;Kingsand;k18;All;0;20;3;15;0.000001;0;8;0;0;0;0;2;0;0;0;0;0;0.000001;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;17
July;Kingsand;k17;All;0;28;0;10;12;2;9;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;29
July;Kingsand;k17;All;0;28;2;8;9;1;18;0;0;0;0;3;0;0;0.000001;0;0;0;0;0.000001;0.000001;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;34
July;Kingsand;k19;SLB;1;49;19;0;5;6;18;0;0;1;11;0;0;0;0.000001;1;0;0;0;0;0;4;0;0;0;1;0;0;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;47;47
July;Kingsand;k42;FLB;1;49;9;13;30;0;25;0;0;3;0;4;0.000001;0;0;0;0;0;0;0.000001;0;4;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79;66
July;Kingsand;k41;L;3;49;1;16;31;0;2;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;43
July;Kingsand;k41;L;3;49;1;16;24;0;12;0;0;0;0;0;0;0;0.000001;0;0;0;0;0.000001;0;0.000001;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;40
July;Kingsand;k39;SLB;1;49;2;16;14;18;12;0;0;1;0;0;0;0;0.000001;0;0;0;0;0.000001;0;1;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69;53
July;Kingsand;k40;B;3;49;2;6;29;0;5;0;0;0;0;0;0;0;0;0.000001;0;0;0;0.000001;0;4;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;38
July;Kingsand;k21;S;3;28;1;7;0;4;27;0;0;0;0;0;0;0;0.000001;0;0;0;0;0;0;0.000001;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;31
July;Kingsand;k22;B;3;49;5;30;7;0;31;0;0;0;0;0;0;0;0.000001;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;38
July;Kingsand;k38;All;0;42;8;10;8;36;4;0;0;2;0;1;0;0;0;0.000001;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;60
July;Kingsand;k23;FLB;1;49;1;7;21;0;32;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;63;56
July;Kingsand;k23;FLB;1;49;0;6;20;0;19;0;0;1;0;3;0;0;0.000001;1;0;0;0;0;0.000001;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;44
July;Kingsand;k25;FLB;1;49;3;18;3;0;0;27;0;0;0;8;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;44
July;Kingsand;k24;F;3;49;5;28;11;0;11;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;25
July;Kingsand;k37;SFB;1;49;0;35;12;18;5;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0.000001;0.000001;0;0;0;0;0;0;0;0;0;91;56
July;Kingsand;k26;L;3;49;3;37;7;0;21;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72;35
July;Kingsand;k27;SFB;1;35;2;9;9;2;10;0;0;0;0;11;0;0;0.000001;2;0;0;0;0.000001;0;6;0;0;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;40
July;Kingsand;k36;None;4;35;11;4;15;0;7;0;0;0;0;0;0;0;0.000001;0.000001;0;0;0;2;0;2;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000001;0;0;30;26
July;Kingsand;k34;L;3;35;6;18;11;0;6;0;0;0;0;0;0;0;0.000001;0;0;0;0;0.000001;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;19
July;Kingsand;k31;F;3;49;6;20;20;0;10;0;0;0;0;0;0;0;0.000001;0;0;0.000001;0;0.000001;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;31
July;Kingsand;k33;F;3;20;1;9;3;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;20
July;Kingsand;k32;All;0;42;2;21;11;14;10;0;0;11;0;3;0;0;0;0.000001;0;0;0;0.000001;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72;51
July;Kingsand;k29;SLB;1;42;4;17;8;38;12;0;0;17;0;0;0;0;0;0;0;0;0;0;0.000001;0.000001;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;83
July;Kingsand;k30;SFL;1;49;4;21;15;0;26;0;0;0;0;0;0;0;0.000001;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;43
July;Kingsand;k28;B;3;49;4;37;7;0;11;0;0;0;0;0;0;0;0;0;0;0.000001;0;0.000001;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;20
September;Challaborough;w12;All;0;49;3;3;15;10;20;0;0;0;0;9;5;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;62
September;Challaborough;w12;All;0;30;0;5;23;0;6;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;48
September;Challaborough;w20;S;3;49;4;5;12;13;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;40
September;Challaborough;w20;S;3;24;8;1;6;8;3;0;0;0;0;0;0;0;0;0;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;17
September;Challaborough;w3;FLB;1;49;0;11;18;0;4;0.000001;0;0;0;49;0;0;0;0;0;0;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82;71
September;Challaborough;w9;B;3;49;12;11;8;0;24;0;0;0;0;0;0.000001;0;0;0.000001;0;0;0;0.000001;0;0.000001;0;0;0;1;0.000001;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;33
September;Challaborough;w16;All;0;42;16;1;14;25;4;0;0;0;0;33;3;0;0;0.000001;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82;81
September;Challaborough;p12;SFL;1;49;3;20;25;2;7;0;0;0;0;21;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76;56
September;Challaborough;p12;SFL;1;21;0;5;12;4;3;0;0;0;0;7;0;0;0;0;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;26
September;Challaborough;p29;FLB;1;21;0;7;11;0;11;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;29
September;Challaborough;p29;FLB;1;14;1;2;7;0;7;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0.000001;0;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;19
September;Challaborough;w1333;All;0;49;3;3;4;37;23;0;0;0;0;13;1;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;88;85
September;Challaborough;w10;S;3;20;2;4;16;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;24
September;Challaborough;w10;S;3;21;0;7;5;3;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000001;0;0;0;0;0;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;33;26
September;Challaborough;p15;SFL;1;49;1;12;21;16;9;0;0;0;0;18;0;0;0;0;0;0;0;0.000001;0;0.000001;0;0;0;0;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;76;64
September;Challaborough;p15;SFL;1;28;4;5;2;3;6;0.000001;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;21
September;Challaborough;w7b;All;0;49;5;1;24;12;6;0;0;4;0;10;0;0;0;1;0;0;0;0.000001;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;66
September;Challaborough;w17;SLB;1;42;1;8;25;17;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000001;4;0;0;0;0.000001;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;55
September;Challaborough;w19;SFB;1;49;1;9;7;36;11;0;0;0;0;13;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;71
September;Challaborough;w19;SFB;1;49;7;1;21;6;2;0;0;0;0;34;0;0;0;0;0;0;0;0;0;2;0;0;0;0.000001;0;0;0;0.000001;0;0.000001;0;0;0;0;0;0;0;0;0;0;66;65
September;Challaborough;p18;S;3;42;3;5;18;9;16;0;0;0;0;0;0;0;0;0;0;0;0;0.000001;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;44
September;Challaborough;p16;SFB;1;42;0;14;14;14;1;0;0;0;0;11;0;0;0;0;0;0;0;0.000001;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;41
September;Challaborough;p22;All;0;49;0;13;28;26;4;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83;70
September;Challaborough;p22;All;0;49;0;23;22;11;5;0;0;0.000001;0;4;0;0;0;0;0;0;0;0;0;3;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000001;0;75;52
September;Challaborough;p24;SFB;1;49;6;6;36;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;40
September;Challaborough;p24;F;3;28;0;6;15;1;10;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;29
September;Challaborough;w4;None;4;35;3;3;25;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;33
September;Challaborough;p20;B;3;35;1;7;19;0;2;0;0;0;0;0;10;0;0;0;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;41;34
September;Challaborough;p30;SFL;1;49;2;2;25;17;3;0;0;0;0;25;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0.000001;0;0;0;0;0;0;0;0;0;0;3;0;0;0;76;74
